temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
32.03,cloudy,0.59,10.0,Overcast,25.16,1012.35,7.56,1.0,1451790000,258.0,0.0,19.53,0.0
31.89,clear-night,0.61,10.0,Clear,25.85,1011.79,6.33,,1451793600,251.0,0.0,20.04,0.0
31.89,clear-night,0.62,10.0,Clear,26.25,1011.35,5.81,,1451797200,250.0,0.0,20.18,0.0
31.65,partly-cloudy-night,0.62,10.0,Mostly Cloudy,25.01,1010.55,7.09,0.75,1451800800,240.0,0.0,20.02,0.0
30.85,clear-night,0.63,10.0,Clear,25.55,1010.02,5.19,0.23,1451804400,239.0,0.0,19.77,0.0
30.04,partly-cloudy-night,0.65,10.0,Partly Cloudy,24.21,1009.54,5.62,0.3,1451808000,229.0,0.0,19.89,0.0
29.24,clear-night,0.66,10.0,Clear,24.54,1008.92,4.31,0.04,1451811600,252.0,0.0,19.17,0.0
28.37,clear-night,0.67,10.0,Clear,21.19,1008.21,6.9,0.02,1451815200,200.0,0.0,18.75,0.0
25.66,clear-night,0.75,10.0,Clear,17.78,1008.03,7.1,0.02,1451818800,203.0,0.0,18.87,0.0
24.43,partly-cloudy-night,0.8,10.0,Partly Cloudy,16.82,1008.2,6.45,0.26,1451822400,198.0,0.0,19.12,0.0
26.01,partly-cloudy-day,0.78,10.0,Partly Cloudy,18.43,1008.09,6.8,0.25,1451826000,201.0,0.0,20.07,0.0
28.71,clear-day,0.73,10.0,Clear,21.09,1008.34,7.63,0.14,1451829600,196.0,0.0,21.24,0.0
30.86,partly-cloudy-day,0.7,9.97,Partly Cloudy,23.53,1008.49,7.88,0.42,1451833200,213.0,0.0,22.19,0.0
33.27,clear-day,0.65,10.0,Clear,27.11,1007.9,6.89,0.09,1451836800,212.0,0.0,22.86,0.0
35.39,clear-day,0.6,9.98,Clear,28.73,1006.94,8.44,0.14,1451840400,229.0,0.0,23.06,0.0
36.55,partly-cloudy-day,0.58,10.0,Partly Cloudy,29.15,1006.59,10.48,0.49,1451844000,246.0,0.0,23.35,0.0
37.3,partly-cloudy-day,0.58,10.0,Partly Cloudy,30.24,1006.63,10.14,0.31,1451847600,247.0,0.0,23.83,0.0
36.8,partly-cloudy-day,0.58,10.0,Partly Cloudy,29.56,1006.99,10.26,0.31,1451851200,258.0,0.0,23.56,0.0
36.57,partly-cloudy-day,0.6,10.0,Partly Cloudy,29.73,1007.48,9.3,0.39,1451854800,258.0,0.0,24.01,0.0
36.18,partly-cloudy-night,0.61,10.0,Partly Cloudy,28.89,1007.99,10.02,0.31,1451858400,261.0,0.0,23.99,0.0
35.88,clear-night,0.62,10.0,Clear,27.5,1008.69,12.4,0.1,1451862000,267.0,0.0,24.11,0.0
35.58,partly-cloudy-night,0.63,10.0,Mostly Cloudy,29.06,1009.29,8.26,0.6,1451865600,266.0,0.0,24.31,0.0
34.76,partly-cloudy-night,0.67,9.97,Partly Cloudy,28.29,1009.76,7.86,0.31,1451869200,270.0,0.0,24.9,0.0
34.18,partly-cloudy-night,0.69,9.98,Partly Cloudy,29.11,1010.1,5.64,0.26,1451872800,257.0,0.0,25.21,0.0
33.1,clear-night,0.73,9.4,Clear,26.51,1010.11,7.48,0.23,1451876400,266.0,0.0,25.36,0.0
32.1,clear-night,0.77,7.84,Clear,25.03,1010.32,7.9,0.14,1451880000,277.0,0.0,25.8,0.0
31.28,clear-night,0.78,8.91,Clear,22.91,1010.54,9.84,0.18,1451883600,282.0,0.0,25.12,0.0
29.2,partly-cloudy-night,0.67,9.74,Partly Cloudy,19.19,1011.2,12.17,0.4,1451887200,276.0,0.0,19.68,0.0
27.45,partly-cloudy-night,0.68,9.9,Partly Cloudy,17.83,1011.81,10.47,0.31,1451890800,299.0,0.0,18.44,0.0
25.59,partly-cloudy-night,0.66,9.75,Partly Cloudy,15.8,1012.82,9.98,0.31,1451894400,284.0,0.0,15.72,0.0
24.09,partly-cloudy-night,0.68,8.19,Mostly Cloudy,14.12,1013.18,9.67,0.75,1451898000,296.0,0.0,15.06,0.0
21.48,partly-cloudy-night,0.7,7.56,Partly Cloudy,11.91,1013.87,8.17,0.31,1451901600,319.0,0.0,13.23,0.0
19.86,partly-cloudy-night,0.66,9.51,Partly Cloudy,9.49,1014.85,8.79,0.31,1451905200,308.0,0.0,10.43,0.0
18.06,partly-cloudy-night,0.68,9.81,Partly Cloudy,8.27,1016.09,7.51,0.56,1451908800,307.0,0.0,9.25,0.0
16.43,clear-day,0.68,9.75,Clear,5.32,1016.8,8.72,0.0,1451912400,325.0,0.0,7.89,0.0
16.24,clear-day,0.68,8.31,Clear,3.92,1017.82,10.42,0.0,1451916000,337.0,0.0,7.56,0.0
16.59,partly-cloudy-day,0.64,9.13,Partly Cloudy,5.86,1018.89,8.28,0.54,1451919600,313.0,0.0,6.52,0.0
15.65,clear-day,0.6,9.62,Clear,4.23,1019.3,8.9,0.15,1451923200,316.0,0.0,4.18,0.0
14.91,clear-day,0.6,9.33,Clear,1.7,1019.46,11.3,0.21,1451926800,310.0,0.0,3.6,0.0
14.37,partly-cloudy-day,0.57,9.6,Partly Cloudy,1.95,1019.73,9.88,0.37,1451930400,311.0,0.0,1.8,0.0
13.73,partly-cloudy-day,0.54,9.6,Partly Cloudy,0.98,1020.15,10.15,0.27,1451934000,300.0,0.0,0.28,0.0
13.67,clear-day,0.49,9.83,Clear,0.16,1021.14,11.29,0.22,1451937600,318.0,0.0,-2.11,0.0
11.08,clear-day,0.53,10.0,Clear,-3.03,1022.41,11.21,0.06,1451941200,318.0,0.0,-2.71,0.0
7.96,clear-night,0.61,10.0,Clear,-7.22,1024.02,11.63,0.01,1451944800,349.0,0.0,-2.66,0.0
7.17,clear-night,0.62,10.0,Clear,-7.22,1025.6,10.23,0.03,1451948400,350.0,0.0,-3.18,0.0
6.16,clear-night,0.63,10.0,Clear,-6.43,1027.1,7.8,0.09,1451952000,312.0,0.0,-3.85,0.0
5.21,clear-night,0.64,10.0,Clear,-9.01,1028.28,9.41,0.05,1451955600,313.0,0.0,-4.44,0.0
5.01,clear-night,0.63,10.0,Clear,-6.56,1029.28,6.56,0.03,1451959200,310.0,0.0,-4.81,0.0
4.8,clear-night,0.64,10.0,Clear,-4.46,1030.1,4.71,0.04,1451962800,294.0,0.0,-4.78,0.0
4.48,clear-night,0.64,10.0,Clear,-7.11,1030.76,6.49,0.05,1451966400,300.0,0.0,-4.96,0.0
4.29,clear-night,0.64,10.0,Clear,-6.18,1031.37,5.52,0.03,1451970000,303.0,0.0,-5.27,0.0
4.37,clear-night,0.66,10.0,Clear,-5.84,1031.76,5.35,0.02,1451973600,295.0,0.0,-4.43,0.0
4.05,clear-night,0.67,10.0,Clear,-6.79,1032.38,5.79,0.02,1451977200,285.0,0.0,-4.32,0.0
4.6,clear-night,0.67,10.0,Clear,-8.2,1033.21,7.66,0.19,1451980800,281.0,0.0,-3.77,0.0
4.36,clear-night,0.68,10.0,Clear,-6.71,1033.51,6.01,0.12,1451984400,276.0,0.0,-3.76,0.0
4.29,clear-night,0.68,10.0,Clear,-9.59,1034.36,8.76,0.07,1451988000,278.0,0.0,-3.78,0.0
3.74,clear-night,0.7,10.0,Clear,-9.99,1035.66,8.45,0.02,1451991600,289.0,0.0,-3.8,0.0
3.01,clear-night,0.71,10.0,Clear,-8.27,1036.26,5.98,0.01,1451995200,266.0,0.0,-4.29,0.0
3.1,clear-day,0.7,10.0,Clear,-7.61,1036.99,5.55,0.01,1451998800,282.0,0.0,-4.33,0.0
5.5,clear-day,0.67,9.95,Clear,-4.4,1037.87,5.26,0.17,1452002400,304.0,0.0,-3.16,0.0
7.79,clear-day,0.63,10.0,Clear,-5.08,1037.97,8.5,0.0,1452006000,276.0,0.0,-2.1,0.0
10.7,clear-day,0.56,10.0,Clear,-1.25,1037.83,8.19,0.0,1452009600,283.0,0.0,-1.82,0.0
13.72,clear-day,0.5,10.0,Clear,4.17,1037.05,6.27,0.0,1452013200,340.0,0.0,-1.43,0.0
15.35,clear-day,0.43,10.0,Clear,5.06,1036.42,7.42,0.0,1452016800,263.0,0.0,-3.29,0.0
17.76,clear-day,0.45,10.0,Clear,9.3,1035.86,5.97,0.0,1452020400,320.0,0.0,0.27,0.0
18.72,clear-day,0.45,10.0,Clear,11.25,1035.7,5.21,0.0,1452024000,301.0,0.0,0.81,0.0
17.97,clear-day,0.44,10.0,Clear,17.97,1036.17,2.42,0.0,1452027600,274.0,0.0,-0.44,0.0
15.54,clear-night,0.48,10.0,Clear,8.12,1036.57,4.69,0.0,1452031200,262.0,0.0,-0.54,0.0
13.47,clear-night,0.58,10.0,Clear,13.47,1036.84,1.91,0.0,1452034800,281.0,0.0,1.64,0.0
10.95,clear-night,0.68,10.0,Clear,10.95,1037.02,2.71,0.0,1452038400,222.0,0.0,2.62,0.0
9.98,clear-night,0.73,10.0,Clear,4.13,1037.08,3.14,0.0,1452042000,166.0,0.0,3.07,0.0
9.03,clear-night,0.77,10.0,Clear,9.03,1036.98,2.76,0.0,1452045600,148.0,0.0,3.34,0.0
8.13,clear-night,0.79,10.0,Clear,-0.17,1037.07,4.44,0.0,1452049200,178.0,0.0,3.09,0.0
7.8,clear-night,0.78,9.98,Clear,1.61,1036.78,3.16,0.0,1452052800,180.0,0.0,2.35,0.0
6.36,clear-night,0.8,10.0,Clear,-1.27,1036.39,3.84,0.0,1452056400,141.0,0.0,1.58,0.0
6.44,clear-night,0.8,9.87,Clear,-2.57,1035.68,4.73,0.0,1452060000,144.0,0.0,1.63,0.0
5.68,clear-night,0.84,10.0,Clear,5.68,1035.52,1.81,0.0,1452063600,180.0,0.0,2.03,0.0
5.46,clear-night,0.83,9.87,Clear,5.46,1035.68,2.49,0.0,1452067200,118.0,0.0,1.37,0.0
4.79,clear-night,0.79,9.95,Clear,-6.03,1035.3,5.88,0.0,1452070800,156.0,0.0,-0.31,0.0
4.53,clear-night,0.79,9.95,Clear,4.53,1034.92,0.86,0.0,1452074400,101.0,0.0,-0.45,0.0
3.72,clear-night,0.8,9.97,Clear,-2.74,1035.0,3.03,0.0,1452078000,149.0,0.0,-1.1,0.0
3.65,clear-night,0.79,10.0,Clear,3.65,1034.95,2.62,0.0,1452081600,117.0,0.0,-1.39,0.0
4.7,clear-day,0.78,9.75,Clear,-3.82,1035.11,4.22,0.01,1452085200,177.0,0.0,-0.49,0.0
9.52,clear-day,0.79,9.96,Clear,1.6,1034.87,4.33,0.02,1452088800,177.0,0.0,4.41,0.0
15.32,clear-day,0.68,9.98,Clear,6.28,1034.7,6.08,0.02,1452092400,188.0,0.0,6.66,0.0
21.17,clear-day,0.57,10.0,Clear,14.24,1033.84,5.11,0.02,1452096000,187.0,0.0,8.45,0.0
26.78,clear-day,0.45,10.0,Clear,22.12,1032.27,3.93,0.01,1452099600,212.0,0.0,8.18,0.0
32.16,clear-day,0.33,10.0,Clear,26.42,1030.83,6.0,0.02,1452103200,207.0,0.0,6.65,0.0
35.9,clear-day,0.26,10.0,Clear,31.82,1029.68,4.81,0.02,1452106800,218.0,0.0,4.28,0.0
37.27,clear-day,0.26,10.0,Clear,34.17,1029.04,3.99,0.02,1452110400,204.0,0.0,5.42,0.0
34.04,clear-day,0.34,10.0,Clear,28.77,1029.07,5.85,0.01,1452114000,190.0,0.0,8.84,0.0
27.82,clear-night,0.48,10.0,Clear,22.0,1029.2,5.17,0.0,1452117600,193.0,0.0,10.84,0.0
24.25,clear-night,0.57,9.98,Clear,18.82,1029.5,4.25,0.0,1452121200,191.0,0.0,11.31,0.0
21.29,clear-night,0.66,9.92,Clear,15.18,1029.66,4.41,0.0,1452124800,168.0,0.0,11.61,0.0
20.73,clear-night,0.64,10.0,Clear,16.2,1029.7,3.22,0.0,1452128400,184.0,0.0,10.52,0.0
18.29,clear-night,0.72,10.0,Clear,12.06,1029.6,4.14,0.0,1452132000,173.0,0.0,10.67,0.0
17.81,clear-night,0.71,10.0,Clear,11.26,1029.65,4.31,0.0,1452135600,178.0,0.0,9.93,0.0
15.83,clear-night,0.75,9.98,Clear,9.67,1029.56,3.81,0.0,1452139200,173.0,0.0,9.42,0.0
14.76,clear-night,0.77,9.82,Clear,14.76,1028.88,1.93,0.0,1452142800,126.0,0.0,9.02,0.0
13.72,clear-night,0.78,10.0,Clear,5.78,1028.4,4.86,0.01,1452146400,158.0,0.0,8.12,0.0
12.73,clear-night,0.82,9.93,Clear,12.73,1027.98,2.18,0.01,1452150000,158.0,0.0,8.22,0.0
12.53,clear-night,0.8,9.68,Clear,4.21,1027.88,5.0,0.01,1452153600,156.0,0.0,7.66,0.0
11.62,clear-night,0.81,9.95,Clear,3.72,1027.67,4.56,0.03,1452157200,152.0,0.0,6.83,0.0
10.57,clear-night,0.82,9.93,Clear,3.54,1028.04,3.86,0.01,1452160800,114.0,0.0,6.13,0.0
10.3,clear-night,0.83,9.93,Clear,10.3,1028.29,2.94,0.01,1452164400,147.0,0.0,6.16,0.0
10.52,clear-night,0.83,9.93,Clear,10.52,1028.54,0.64,0.04,1452168000,125.0,0.0,6.28,0.0
11.07,clear-day,0.83,9.82,Clear,11.07,1028.53,2.84,0.0,1452171600,86.0,0.0,6.92,0.0
16.77,clear-day,0.78,9.87,Clear,16.77,1028.63,1.71,0.0,1452175200,74.0,0.0,11.26,0.0
21.89,clear-day,0.67,9.87,Clear,21.89,1028.35,1.68,0.04,1452178800,355.0,0.0,12.68,0.0
26.92,clear-day,0.56,9.87,Clear,21.37,1027.7,4.74,0.0,1452182400,13.0,0.0,13.23,0.0
32.25,clear-day,0.41,9.98,Clear,32.25,1026.28,1.77,0.0,1452186000,25.0,0.0,11.09,0.0
36.46,clear-day,0.32,10.0,Clear,36.46,1025.15,2.64,0.05,1452189600,12.0,0.0,9.14,0.0
38.73,clear-day,0.3,10.0,Clear,36.56,1023.82,3.31,0.01,1452193200,253.0,0.0,10.03,0.0
40.9,clear-day,0.28,10.0,Clear,37.43,1023.64,5.13,0.02,1452196800,282.0,0.0,10.34,0.0
35.59,clear-day,0.42,10.0,Clear,35.59,1024.1,1.5,0.05,1452200400,234.0,0.0,14.76,0.0
29.06,clear-night,0.56,10.0,Clear,29.06,1024.68,2.21,0.02,1452204000,196.0,0.0,15.15,0.0
24.83,clear-night,0.68,10.0,Clear,24.83,1025.13,0.84,0.01,1452207600,137.0,0.0,15.67,0.0
23.19,clear-night,0.68,10.0,Clear,18.94,1025.68,3.26,0.01,1452211200,144.0,0.0,14.28,0.0
21.56,clear-night,0.74,10.0,Clear,21.56,1025.75,1.83,0.01,1452214800,14.0,0.0,14.52,0.0
20.12,clear-night,0.74,10.0,Clear,20.12,1025.15,1.14,0.01,1452218400,76.0,0.0,13.3,0.0
18.21,clear-night,0.77,9.98,Clear,18.21,1024.84,2.03,0.0,1452222000,72.0,0.0,12.28,0.0
17.75,clear-night,0.8,9.96,Clear,17.75,1024.76,1.75,0.0,1452225600,20.0,0.0,12.67,0.0
16.39,clear-night,0.82,10.0,Clear,16.39,1024.32,1.27,0.0,1452229200,26.0,0.0,11.97,0.0
15.34,clear-night,0.83,9.95,Clear,15.34,1024.23,1.92,0.0,1452232800,17.0,0.0,11.21,0.0
14.18,clear-night,0.84,9.87,Clear,14.18,1024.27,2.38,0.0,1452236400,98.0,0.0,10.23,0.0
14.37,clear-night,0.82,9.98,Clear,14.37,1024.14,1.2,0.0,1452240000,106.0,0.0,9.82,0.0
15.14,clear-night,0.81,9.92,Clear,15.14,1024.03,2.42,0.0,1452243600,26.0,0.0,10.29,0.0
15.9,clear-night,0.79,9.97,Clear,10.27,1024.47,3.48,0.02,1452247200,86.0,0.0,10.56,0.0
14.83,clear-night,0.82,9.96,Clear,14.83,1025.18,2.77,0.03,1452250800,114.0,0.0,10.31,0.0
16.31,clear-night,0.81,9.82,Clear,8.93,1024.85,4.77,0.04,1452254400,88.0,0.0,11.57,0.0
17.46,clear-day,0.82,9.85,Clear,17.46,1025.01,2.64,0.04,1452258000,98.0,0.0,12.85,0.0
23.74,clear-day,0.78,9.95,Clear,18.89,1025.23,3.73,0.03,1452261600,68.0,0.0,17.84,0.0
32.49,clear-day,0.67,9.98,Clear,24.14,1025.49,10.39,0.02,1452265200,107.0,0.0,22.85,0.0
34.8,clear-day,0.64,9.98,Clear,27.51,1025.22,9.38,0.03,1452268800,103.0,0.0,24.0,0.0
36.22,clear-day,0.61,10.0,Clear,29.9,1024.65,8.16,0.0,1452272400,90.0,0.0,24.19,0.0
37.51,clear-day,0.61,10.0,Clear,29.93,1024.21,11.46,0.22,1452276000,103.0,0.0,25.28,0.0
37.85,partly-cloudy-day,0.62,10.0,Partly Cloudy,29.76,1023.6,13.0,0.26,1452279600,107.0,0.0,25.83,0.0
37.76,clear-day,0.63,10.0,Clear,29.84,1023.44,12.5,0.06,1452283200,106.0,0.0,26.45,0.0
36.88,partly-cloudy-day,0.67,9.98,Partly Cloudy,29.93,1023.08,9.66,0.43,1452286800,94.0,0.0,26.94,0.0
36.36,clear-night,0.69,10.0,Clear,28.4,1022.87,11.67,0.0,1452290400,101.0,0.0,27.29,0.0
36.02,partly-cloudy-night,0.71,9.98,Partly Cloudy,28.21,1023.68,11.11,0.25,1452294000,100.0,0.0,27.48,0.0
35.34,partly-cloudy-night,0.72,9.91,Partly Cloudy,28.21,1023.41,9.3,0.49,1452297600,96.0,0.0,27.3,0.0
35.1,clear-night,0.74,9.95,Clear,26.42,1023.53,12.64,0.06,1452301200,102.0,0.0,27.53,0.0
35.48,partly-cloudy-night,0.75,9.95,Partly Cloudy,30.14,1024.47,6.33,0.25,1452304800,120.0,0.0,28.32,0.0
35.36,partly-cloudy-night,0.76,9.82,Mostly Cloudy,29.55,1024.07,6.99,0.73,1452308400,113.0,0.0,28.42,0.0
35.31,clear-night,0.76,9.63,Clear,29.08,1024.48,7.66,,1452312000,111.0,0.0,28.47,0.0
35.27,partly-cloudy-night,0.76,9.34,Partly Cloudy,28.85,1023.93,7.96,0.31,1452315600,103.0,0.0,28.54,0.0
35.34,partly-cloudy-night,0.76,9.33,Mostly Cloudy,28.66,1023.4,8.46,0.74,1452319200,99.0,0.0,28.69,0.0
34.82,partly-cloudy-night,0.81,9.55,Partly Cloudy,28.17,1023.55,8.18,0.31,1452322800,105.0,0.0,29.51,0.0
34.71,partly-cloudy-night,0.81,9.46,Partly Cloudy,29.04,1023.62,6.6,0.31,1452326400,93.0,0.0,29.59,0.0
34.59,cloudy,0.82,9.55,Overcast,28.7,1023.03,6.88,1.0,1452330000,88.0,0.0,29.7,0.0
34.59,clear-night,0.82,9.41,Clear,28.97,1022.78,6.47,,1452333600,102.0,0.0,29.66,0.0
34.79,clear-night,0.82,9.49,Clear,28.47,1022.85,7.61,0.0,1452337200,91.0,0.0,29.91,0.0
34.78,partly-cloudy-night,0.83,9.24,Mostly Cloudy,28.35,1022.59,7.78,0.76,1452340800,106.0,0.0,30.1,0.0
34.99,clear-day,0.84,9.37,Clear,29.65,1022.65,6.2,,1452344400,86.0,0.0,30.77,0.0
35.97,clear-day,0.82,9.62,Clear,29.77,1023.15,7.84,,1452348000,90.0,0.0,30.89,0.0
37.18,cloudy,0.79,9.98,Overcast,31.3,1024.2,7.73,1.0,1452351600,103.0,0.0,31.25,0.0
38.46,clear-day,0.77,9.94,Clear,32.54,1023.32,8.33,,1452355200,106.0,0.0,32.0,0.0
39.06,clear-day,0.76,9.98,Clear,33.67,1022.47,7.58,,1452358800,120.0,0.0,32.2,0.0
39.45,cloudy,0.75,9.98,Overcast,33.9,1021.97,8.05,1.0,1452362400,113.0,0.0,32.25,0.0
39.6,clear-day,0.75,10.0,Clear,33.53,1021.66,9.16,,1452366000,113.0,0.0,32.28,0.0
39.95,clear-day,0.74,10.0,Clear,34.32,1021.32,8.4,,1452369600,118.0,0.0,32.34,0.0
39.59,cloudy,0.75,9.93,Overcast,34.06,1021.35,8.05,1.0,1452373200,95.0,0.0,32.28,0.0
38.54,clear-night,0.78,9.84,Clear,32.54,1021.63,8.51,,1452376800,96.0,0.0,32.25,0.0
38.17,clear-night,0.79,9.82,Clear,31.43,1022.04,9.88,,1452380400,111.0,0.0,32.28,0.0
38.04,cloudy,0.8,9.79,Overcast,31.46,1022.29,9.47,1.0,1452384000,120.0,0.0,32.4,0.0
38.34,partly-cloudy-night,0.79,9.61,Partly Cloudy,32.12,1022.04,8.86,0.31,1452387600,103.0,0.0,32.45,0.0
37.8,clear-night,0.82,9.78,Clear,31.96,1022.01,7.9,,1452391200,85.0,0.0,32.85,0.0
37.73,cloudy,0.81,9.56,Overcast,30.43,1021.56,10.9,1.0,1452394800,79.0,0.0,32.45,0.0
37.63,clear-night,0.83,9.37,Clear,32.04,1021.11,7.4,,1452398400,89.0,0.0,33.04,0.0
37.69,clear-night,0.83,9.23,Clear,30.77,1020.4,10.03,,1452402000,100.0,0.0,33.12,0.0
37.67,cloudy,0.84,9.37,Overcast,31.15,1019.02,9.15,1.0,1452405600,94.0,0.0,33.25,0.0
37.8,clear-night,0.86,8.87,Clear,29.37,1018.07,13.94,,1452409200,89.0,0.0,33.91,0.0
37.69,clear-night,0.86,9.23,Clear,30.63,1017.7,10.34,,1452412800,100.0,0.0,33.85,0.0
37.51,cloudy,0.89,6.47,Overcast,30.1,1016.86,11.05,1.0,1452416400,89.0,0.0,34.64,0.0
38.7,clear-night,0.84,9.42,Clear,31.55,1014.4,11.13,,1452420000,101.0,0.0,34.29,0.0
39.71,partly-cloudy-night,0.84,9.57,Partly Cloudy,31.33,1012.76,15.44,0.31,1452423600,106.0,0.0012,35.28,0.02
39.48,rain,0.88,9.2,Drizzle,32.25,1011.18,11.84,1.0,1452427200,102.0,0.0063,36.23,0.29
40.76,rain,0.88,5.17,Light Rain,34.05,1009.04,11.32,,1452430800,106.0,0.0356,37.36,0.68
